orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,orgunitlevel5,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,A. Pre-primary and Primary School Census Form - Actual reports,A. Pre-primary and Primary School Census Form - Expected reports,datasetuid,datasets_name,A. Junior Secondary School Census Form - Actual reports,A. Junior Secondary School Census Form - Expected reports,A. Adult and Non Formal Education (IQS/IQTE) Census Form - Actual reports,A. Adult and Non Formal Education (IQS/IQTE) Census Form - Expected reports,A. Private School Census Form - Actual reports,A. Private School Census Form - Expected reports,A. Science and Technical Colleges/ Vocational Education Census Form - Actual reports,A. Science and Technical Colleges/ Vocational Education Census Form - Expected reports,A. Senior Secondary School Census Form - Actual reports,A. Senior Secondary School Census Form - Expected reports
fg Nigeria,kd Kaduna State,kd Zangon Kataf Local Government Area,Unknown Ward,PVT Heroes Faith Academy (1922492251),SvxPyn1sGKA,PVT Heroes Faith Academy (1922492251),1922492251,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Kaduna South Local Government Area,kd Kakuri Hausa Ward,PVT Heyik International School (1910238271),HI0JfBZkHvQ,PVT Heyik International School (1910238271),1910238271,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Sabon Gari Local Government Area,Unknown Ward,PVT Hidayatu College Of Arabic And Primary School (1919309250),ULDECa95yXh,PVT Hidayatu College Of Arabic And Primary School (1919309250),1919309250,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Sabon Gari Local Government Area,Unknown Ward,PVT Hidayatus -Sibyan Academy (1919308250),PwtRD3lJhxo,PVT Hidayatus -Sibyan Academy (1919308250),1919308250,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Kajuru Local Government Area,Unknown Ward,PVT Hig-Max Success School (1914250250),moX6w6H3lda,PVT Hig-Max Success School (1914250250),1914250250,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Lere Local Government Area,Unknown Ward,PVT Higher Islamic Studies And Secondary School (1917572250),v0hD34XkC4x,PVT Higher Islamic Studies And Secondary School (1917572250),1917572250,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Kajuru Local Government Area,Unknown Ward,PVT Highpraise Academy Doka Avong (1914251250),iFaHfGaWm4r,PVT Highpraise Academy Doka Avong (1914251250),1914251250,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Sabon Gari Local Government Area,Unknown Ward,PVT Hikma International School (1919307250),XRiPo6yDSKE,PVT Hikma International School (1919307250),1919307250,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Jema'a Local Government Area,Unknown Ward,PVT Hilltop View School Takau Kafanchan (1907375251),ic9EHRx6LYB,PVT Hilltop View School Takau Kafanchan (1907375251),1907375251,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Kaduna South Local Government Area,Unknown Ward,"PVT Hiltop Academy Schools,Kaduna (1910598250)",y60knVYBCUw,"PVT Hiltop Academy Schools,Kaduna (1910598250)",1910598250,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Igabi Local Government Area,Unknown Ward,PVT Himalaya Academy Kaduna (1904552210),koX66SXzwM2,PVT Himalaya Academy Kaduna (1904552210),1904552210,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Giwa Local Government Area,Unknown Ward,PVT Hizburrahim Galadimawa (1903427261),h0fFlHheivN,PVT Hizburrahim Galadimawa (1903427261),1903427261,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Chikun Local Government Area,Unknown Ward,PVT Hizburrahim Nursey& Primary School (1902389270),ZVEWHVfR085,PVT Hizburrahim Nursey& Primary School (1902389270),1902389270,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Kaduna South Local Government Area,Unknown Ward,PVT Holy Academy Kaduna (1910597250),r081011Idod,PVT Holy Academy Kaduna (1910597250),1910597250,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Chikun Local Government Area,Unknown Ward,PVT Holy Child Schools (1902445270),dqeS7w4WoYY,PVT Holy Child Schools (1902445270),1902445270,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Lere Local Government Area,Unknown Ward,PVT Holy Cross Academy (1917571250),CiAB3CfxrU4,PVT Holy Cross Academy (1917571250),1917571250,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Jaba Local Government Area,Unknown Ward,PVT Holy Family Academy (1906150271),ZdzBhpPnfxx,PVT Holy Family Academy (1906150271),1906150271,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Chikun Local Government Area,Unknown Ward,PVT Holy J Leadership Academy (1902789250),yKaLjUxrlT1,PVT Holy J Leadership Academy (1902789250),1902789250,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Kaduna South Local Government Area,kd Barnawa Ward,PVT Holy Trinity Nursery And Primary School (1910104251),vBi8UyKshCP,PVT Holy Trinity Nursery And Primary School (1910104251),1910104251,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Kaduna North Local Government Area,Unknown Ward,PVT Homs International School Kaduna (1909573250),jSelNcNJsdA,PVT Homs International School Kaduna (1909573250),1909573250,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Igabi Local Government Area,Unknown Ward,PVT Honey Land International School Mando Rd (1904316271),VhlpxsJwmmF,PVT Honey Land International School Mando Rd (1904316271),1904316271,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Zangon Kataf Local Government Area,Unknown Ward,PVT Hope Academy Marsa Ii (1922395251),p3Dd5uh8k9f,PVT Hope Academy Marsa Ii (1922395251),1922395251,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Kaduna South Local Government Area,kd Barnawa Ward,PVT Hope Baptist School (1910132250),VuNSWjjNMde,PVT Hope Baptist School (1910132250),1910132250,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Kauru Local Government Area,Unknown Ward,PVT Hope College Kauru (1913540231),Y9RHQXrM80E,PVT Hope College Kauru (1913540231),1913540231,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Chikun Local Government Area,Unknown Ward,PVT Hope Comprehensive Schools Romi Kaduna (1902388270),oKmsiXPHnWF,PVT Hope Comprehensive Schools Romi Kaduna (1902388270),1902388270,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Kachia Local Government Area,Unknown Ward,PVT Hope Foundation Academy (1908516251),RfmXlLZrljG,PVT Hope Foundation Academy (1908516251),1908516251,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Sabon Gari Local Government Area,Unknown Ward,PVT Hope Nursery And Primary School (1919306250),Q0FIFtlQA2t,PVT Hope Nursery And Primary School (1919306250),1919306250,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Jema'a Local Government Area,Unknown Ward,PVT Hope Royal Academy School Gabi (1907294251),nydPTAgawV7,PVT Hope Royal Academy School Gabi (1907294251),1907294251,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Kaduna South Local Government Area,kd Unguwar Sanusi Ward,"PVT Hope Schools, Kaduna (1910101271)",E065h04MwDU,"PVT Hope Schools, Kaduna (1910101271)",1910101271,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Sabon Gari Local Government Area,Unknown Ward,PVT Hossana Nursery And Primary School (1919113251),fbO2yV2ACxf,PVT Hossana Nursery And Primary School (1919113251),1919113251,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Kaduna North Local Government Area,Unknown Ward,PVT Hudallahi Islamic Model School (1909572250),RoUzrQVyAul,PVT Hudallahi Islamic Model School (1909572250),1909572250,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Birnin Gwari Local Government Area,Unknown Ward,PVT Hullerat Memorial Academy School (1901368251),HnmqkEXuYVQ,PVT Hullerat Memorial Academy School (1901368251),1901368251,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Kudan Local Government Area,Unknown Ward,PVT Hunkuyi Academy (1916161250),ucpDsOM8ZLM,PVT Hunkuyi Academy (1916161250),1916161250,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Kaduna North Local Government Area,Unknown Ward,"PVT Hyatt Nursery, Primary And Secondary School (1909571250)",TPqnKzBL2sU,"PVT Hyatt Nursery, Primary And Secondary School (1909571250)",1909571250,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Kaduna North Local Government Area,Unknown Ward,PVT Hyel-Harah Academy (1909570250),bmZQRXC40li,PVT Hyel-Harah Academy (1909570250),1909570250,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Zaria Local Government Area,Unknown Ward,PVT Hyfad Academy (1923415250),ocE78Fm1xI3,PVT Hyfad Academy (1923415250),1923415250,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Igabi Local Government Area,Unknown Ward,PVT Hyper Brain (1904551210),MkBYL12EUw1,PVT Hyper Brain (1904551210),1904551210,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Kaduna South Local Government Area,Unknown Ward,PVT Ibadurrahman International Academy (1910596250),mQSmIOPoEu5,PVT Ibadurrahman International Academy (1910596250),1910596250,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Kajuru Local Government Area,Unknown Ward,PVT Ibiso Royal Academy (1914249250),IV37Us4IVqn,PVT Ibiso Royal Academy (1914249250),1914249250,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Sabon Gari Local Government Area,Unknown Ward,PVT Ibn Abi Bakar Learning Academy (1919305250),BQInxa5d1rl,PVT Ibn Abi Bakar Learning Academy (1919305250),1919305250,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Zaria Local Government Area,Unknown Ward,PVT Ibn Salahudeen Science School (1923362271),bVHXOyDvwEk,PVT Ibn Salahudeen Science School (1923362271),1923362271,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Zaria Local Government Area,Unknown Ward,PVT Ibn Taimiyyah Islamic Nursery And Primary (1923183250),dHe1Fssxkkr,PVT Ibn Taimiyyah Islamic Nursery And Primary (1923183250),1923183250,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Sabon Gari Local Government Area,Unknown Ward,PVT Ibrahim Bello Memorial School (1919086271),zm3PKCKDkUD,PVT Ibrahim Bello Memorial School (1919086271),1919086271,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Kaura Local Government Area,Unknown Ward,PVT Ibrahim Memorial International School (1912139251),lBgnqily7hp,PVT Ibrahim Memorial International School (1912139251),1912139251,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Igabi Local Government Area,Unknown Ward,PVT Ibrahimawa Model School (1904550210),hvNoOyxGOxs,PVT Ibrahimawa Model School (1904550210),1904550210,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Igabi Local Government Area,Unknown Ward,PVT Icon International Academy (1904549210),qfAGNFE1mbE,PVT Icon International Academy (1904549210),1904549210,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Zaria Local Government Area,Unknown Ward,PVT Icon International School (1923301221),y5ljOmVwVfx,PVT Icon International School (1923301221),1923301221,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Kaduna South Local Government Area,Unknown Ward,PVT Idayatul Huda (1910595250),CnX9uiiuhc8,PVT Idayatul Huda (1910595250),1910595250,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Kaduna North Local Government Area,Unknown Ward,PVT Idea Comprehensive Scholars (1909569250),vKU02elQxbj,PVT Idea Comprehensive Scholars (1909569250),1909569250,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Chikun Local Government Area,Unknown Ward,PVT Ideal International School (1902559271),ngXGC2pVyDn,PVT Ideal International School (1902559271),1902559271,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Giwa Local Government Area,Unknown Ward,PVT Idel Academy Nursery And Primary School (1903248251),tCyda0NDMUy,PVT Idel Academy Nursery And Primary School (1903248251),1903248251,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Kubau Local Government Area,Unknown Ward,PVT Idris Minkail International Science Acadamy Rikochi (1915696250),sd4By9tSD1s,PVT Idris Minkail International Science Acadamy Rikochi (1915696250),1915696250,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Chikun Local Government Area,Unknown Ward,PVT Ig Blessed Nursery And Primary School (1902387270),zJJqXmh99PU,PVT Ig Blessed Nursery And Primary School (1902387270),1902387270,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Kaduna North Local Government Area,Unknown Ward,PVT Ihyau Islamic Academy Academy (1909568250),Y8625FxR1bH,PVT Ihyau Islamic Academy Academy (1909568250),1909568250,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Ikara Local Government Area,Unknown Ward,PVT Ihyauddeen Islamic School Imam Ikara (1905262251),NbNauLwfrnK,PVT Ihyauddeen Islamic School Imam Ikara (1905262251),1905262251,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Igabi Local Government Area,Unknown Ward,PVT Ihyaus-Sunnah Academy (1904548210),PubPyTMymLr,PVT Ihyaus-Sunnah Academy (1904548210),1904548210,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Ikara Local Government Area,Unknown Ward,PVT Ikara Comprehensive Acdemy (1905158231),OFtDQU95QNa,PVT Ikara Comprehensive Acdemy (1905158231),1905158231,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Kaduna South Local Government Area,Unknown Ward,PVT Ilham Nursery And Primary School (1910594250),vHZJicljgrH,PVT Ilham Nursery And Primary School (1910594250),1910594250,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Jema'a Local Government Area,Unknown Ward,PVT Ilimi Comprehensive Nursery And Primary School (1907374251),QhMNlw0IDTZ,PVT Ilimi Comprehensive Nursery And Primary School (1907374251),1907374251,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Kaduna South Local Government Area,Unknown Ward,PVT Iman Exclusive Academy (1910593250),ITjlGH9LaI6,PVT Iman Exclusive Academy (1910593250),1910593250,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Igabi Local Government Area,Unknown Ward,PVT Iman International School (1904547210),ajL2pUDpqcr,PVT Iman International School (1904547210),1904547210,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Igabi Local Government Area,Unknown Ward,PVT Iman International School Hayin Danmani (1904546210),fsrY4Xjhesr,PVT Iman International School Hayin Danmani (1904546210),1904546210,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Kaduna South Local Government Area,kd Sabon Gari North Ward,PVT Imani Model School (1910407221),VBKFgMSEuDM,PVT Imani Model School (1910407221),1910407221,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Chikun Local Government Area,Unknown Ward,PVT Imanol Academy (1902386270),RtfF09zQeQ7,PVT Imanol Academy (1902386270),1902386270,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Zangon Kataf Local Government Area,Unknown Ward,PVT Immaculate Conception Nursery/Primary School (1922486251),kNugTTyw9kv,PVT Immaculate Conception Nursery/Primary School (1922486251),1922486251,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Ikara Local Government Area,Unknown Ward,PVT Immanuel Nur Pry Sch Jamfalan (1905161251),ANr1z76I9i1,PVT Immanuel Nur Pry Sch Jamfalan (1905161251),1905161251,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Sabon Gari Local Government Area,Unknown Ward,PVT Infinity School Zaria (1919209727),YpLSYfXUrO0,PVT Infinity School Zaria (1919209727),1919209727,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Sabon Gari Local Government Area,Unknown Ward,PVT Inna International Academy Zaria (1919304250),F0RQMcs3kfb,PVT Inna International Academy Zaria (1919304250),1919304250,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Giwa Local Government Area,Unknown Ward,PVT Institute For Arabic And Islamic Studies (1903426261),hk9KqY47hFi,PVT Institute For Arabic And Islamic Studies (1903426261),1903426261,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Kaduna North Local Government Area,Unknown Ward,PVT Institute Of Islamic Studies (1909567250),P0RkwXnYDxs,PVT Institute Of Islamic Studies (1909567250),1909567250,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Kaduna North Local Government Area,Unknown Ward,PVT Integrated Teema Academy (1909473270),oG23SN56Hjt,PVT Integrated Teema Academy (1909473270),1909473270,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Kaduna South Local Government Area,Unknown Ward,PVT Invictus Academy (1910592250),WXXamuzdvR4,PVT Invictus Academy (1910592250),1910592250,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Kagarko Local Government Area,Unknown Ward,PVT Iqra Academy Jere (1911348250),oVFfDRZRlag,PVT Iqra Academy Jere (1911348250),1911348250,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Igabi Local Government Area,Unknown Ward,PVT Iqra Creative Mind (1904545210),p3XbxYTH8ha,PVT Iqra Creative Mind (1904545210),1904545210,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Zaria Local Government Area,Unknown Ward,PVT Iqra Model School Zaria (1923389271),VdOQwOGCUPS,PVT Iqra Model School Zaria (1923389271),1923389271,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Kaduna North Local Government Area,Unknown Ward,PVT Irfa International School (1909566250),seR3mvzkwRk,PVT Irfa International School (1909566250),1909566250,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Sabon Gari Local Government Area,Unknown Ward,PVT Irshad Nursery And Primary School (1919303250),P7vWGuARSvS,PVT Irshad Nursery And Primary School (1919303250),1919303250,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Makarfi Local Government Area,Unknown Ward,PVT Isiyaku Memorial School Makarfi (1918220251),jpI2V1rQnUi,PVT Isiyaku Memorial School Makarfi (1918220251),1918220251,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Makarfi Local Government Area,Unknown Ward,PVT Islamic Academy Makarfi (1918231250),DW1TowUGVMB,PVT Islamic Academy Makarfi (1918231250),1918231250,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Kaduna North Local Government Area,Unknown Ward,PVT Ivy School (1909565250),ukX2qBlHL6t,PVT Ivy School (1909565250),1909565250,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
fg Nigeria,kd Kaduna State,kd Kajuru Local Government Area,Unknown Ward,"PVT Iwang Victory Academy, Makyali (1914248250)",fzWwkLqieRT,"PVT Iwang Victory Academy, Makyali (1914248250)",1914248250,,,,pJydop5Fpsz,A. Private School Census Form,,,,,0.0,1.0,,,,
